date,open,high,low,close,volume
2018-03-22,108.0029,108.1982,106.1356,106.35,4641293.0
2018-03-23,106.4751,108.5542,106.3742,108.1994,4467223.0
2018-03-26,108.1554,108.6249,104.6806,105.0519,4801775.0
2018-03-27,105.4561,106.001,104.3877,104.4502,9968547.0
2018-03-28,104.324,104.8532,103.5504,104.7674,6502971.0
2018-03-29,105.0812,105.9941,105.0275,105.8735,2373090.0
2018-03-30,105.693,107.3268,105.601,107.2273,1368041.0
2018-04-02,107.2103,108.8124,107.2089,108.756,5668935.0
2018-04-03,108.4475,108.7613,108.0234,108.1066,8251269.0
2018-04-04,108.2367,108.2472,107.1059,107.2459,5313460.0
2018-04-05,107.6559,109.0722,106.9852,108.8989,6041888.0
2018-04-06,108.8766,108.9406,108.2743,108.5496,8185889.0
2018-04-09,108.493,108.6044,105.878,106.1516,5647098.0
2018-04-10,105.8385,106.2853,104.0027,104.0676,9177559.0
2018-04-11,104.0045,104.6215,101.9274,102.4101,6741408.0
2018-04-12,101.9785,103.4099,101.7427,103.3288,7580254.0
2018-04-13,103.0792,103.623,102.6872,103.6055,8033180.0
2018-04-16,103.6676,105.2967,103.401,104.892,6641346.0
2018-04-17,105.258,105.2689,104.1185,104.1213,1450595.0
2018-04-18,104.8952,104.9121,103.8893,104.4298,4846862.0
2018-04-19,104.2677,106.2887,103.874,105.6056,2273376.0
2018-04-20,106.0066,106.2977,104.7177,105.0479,5592933.0
2018-04-23,105.1157,106.0443,104.9686,105.9149,2288495.0
2018-04-24,105.8725,105.9954,104.3541,104.7024,5583702.0
2018-04-25,104.8222,105.185,103.9793,104.0509,4094552.0
2018-04-26,104.068,104.1174,103.2074,103.3694,1183316.0
2018-04-27,103.3996,103.7168,101.0853,101.2283,2123872.0
2018-04-30,101.1189,102.3561,100.8947,102.1181,5527412.0
2018-05-01,101.7403,101.7694,100.9394,101.2925,1709360.0
2018-05-02,100.8788,101.4735,100.6048,101.3312,8703737.0
2018-05-03,101.5063,102.4036,101.4594,102.2106,7828261.0
2018-05-04,102.1358,103.1801,101.8388,103.0355,7383466.0
2018-05-07,102.873,104.3298,102.4909,104.2688,2549059.0
2018-05-08,104.2711,104.468,103.897,104.1047,8161377.0
2018-05-09,104.3236,104.3649,103.0564,103.347,6712232.0
2018-05-10,103.3963,103.6503,102.9757,103.2185,4514364.0
2018-05-11,103.0394,103.0686,99.659,100.208,1003735.0
2018-05-14,100.5332,100.7698,97.3661,97.6984,5760759.0
2018-05-15,98.1066,98.3629,95.0805,95.4609,8163158.0
2018-05-16,95.5859,95.8166,93.6269,93.8117,1301352.0
2018-05-17,94.0533,95.0034,93.4853,94.4908,1473672.0
2018-05-18,94.8013,95.2403,92.8437,93.0087,4446981.0
2018-05-21,93.2868,93.3587,92.1237,92.4054,5604164.0
2018-05-22,92.5555,95.0491,92.4105,94.5627,5269744.0
2018-05-23,94.7124,94.9152,93.7653,93.9856,4835830.0
2018-05-24,94.1148,95.4521,93.8176,95.2316,3296880.0
2018-05-25,94.9551,95.0348,93.6715,93.6914,1538778.0
2018-05-28,93.8651,94.0093,93.3551,93.3676,1281168.0
2018-05-29,93.0327,93.4237,91.622,91.831,1889290.0
2018-05-30,91.6379,91.9258,91.2621,91.2982,7213672.0
2018-05-31,91.6131,92.8984,91.2576,92.6765,8073803.0
2018-06-01,92.8825,92.9414,89.6908,89.9101,4915789.0
2018-06-04,90.2639,90.7225,90.2002,90.6163,1696766.0
2018-06-05,90.5512,91.1473,90.221,91.0118,4741103.0
2018-06-06,90.7344,90.9824,89.6409,90.0776,9870781.0
2018-06-07,90.0203,90.0739,87.618,87.8234,3249880.0
2018-06-08,87.8471,88.0785,87.7713,87.9494,5420035.0
2018-06-11,87.9678,88.0362,86.9502,87.1459,5840473.0
2018-06-12,87.4073,87.5349,87.2325,87.5185,3969433.0
2018-06-13,87.4348,87.5946,87.3946,87.5664,4942241.0
2018-06-14,87.648,90.1484,87.4313,90.0903,5245659.0
2018-06-15,89.8546,90.0629,89.3891,89.7252,5265860.0
2018-06-18,89.8321,89.9817,88.0461,88.1342,7459132.0
2018-06-19,88.135,88.4394,88.0859,88.4277,6227842.0
2018-06-20,88.2523,89.0014,88.0702,88.7859,1480603.0
2018-06-21,88.7305,90.9733,88.5851,90.9548,1056921.0
2018-06-22,90.9105,92.3272,90.8443,92.3195,4696260.0
2018-06-25,92.2535,92.9713,92.0994,92.9175,9169263.0
2018-06-26,93.3529,95.9936,93.341,95.3623,1332049.0
2018-06-27,95.3375,95.4873,93.283,93.3987,1639786.0
2018-06-28,93.3385,93.4567,92.1645,92.3657,7113345.0
2018-06-29,91.8531,92.1475,90.7823,90.8831,5058322.0
2018-07-02,90.6681,90.6948,90.094,90.275,3075686.0
2018-07-03,90.2122,90.8449,87.9465,88.1236,2866355.0
2018-07-04,87.9637,89.2319,87.95,89.1308,6985060.0
2018-07-05,89.4566,89.5436,88.6304,88.7965,5714041.0
2018-07-06,88.7577,88.9704,86.3998,86.5365,6744063.0
2018-07-09,86.8315,86.9231,84.727,85.0139,3522070.0
2018-07-10,85.0278,85.5631,84.7049,85.4992,5737341.0
2018-07-11,85.5076,87.0069,85.2342,86.7866,8740058.0
2018-07-12,86.7662,89.9982,86.6263,89.9121,3849268.0
2018-07-13,89.913,95.027,89.3811,94.6694,4567238.0
2018-07-16,95.0999,95.4065,95.0459,95.3793,2473685.0
2018-07-17,94.794,94.8885,92.8916,93.7442,6748800.0
2018-07-18,93.2478,94.0042,90.2374,90.299,1292599.0
2018-07-19,90.1692,90.8484,90.1002,90.7411,3239917.0
2018-07-20,90.7446,90.9404,89.357,89.4637,7417537.0
2018-07-23,89.6271,89.8137,88.7258,88.8251,1174655.0
2018-07-24,88.9362,89.1878,87.6651,87.8855,9901794.0
2018-07-25,87.7961,88.0428,87.6517,87.6817,4637390.0
2018-07-26,87.9181,89.458,87.4495,89.3603,4588318.0
2018-07-27,89.6039,89.657,89.5396,89.6227,5828378.0
2018-07-30,89.6664,89.6835,89.3142,89.3868,6752645.0
2018-07-31,89.6144,89.8111,87.5436,87.783,5135924.0
2018-08-01,87.8463,88.0694,85.1347,85.2417,8958246.0
2018-08-02,85.1151,85.3897,84.4933,84.5273,9658129.0
2018-08-03,84.6834,84.7404,84.3067,84.4609,2803154.0
2018-08-06,84.4856,87.3074,84.2888,87.1502,7361552.0
2018-08-07,87.1505,87.452,86.452,87.3649,3708217.0
2018-08-08,87.7053,89.1227,87.636,88.9068,9961028.0
2018-08-09,88.3303,88.5099,87.7563,88.1416,3279845.0
2018-08-10,87.811,88.0069,86.1516,86.3325,3655540.0
2018-08-13,86.0613,86.196,84.8759,84.889,7428146.0
2018-08-14,84.8074,85.0476,83.6861,83.8236,8101479.0
2018-08-15,83.7671,87.3843,83.6277,87.0445,2157256.0
2018-08-16,86.6973,86.8621,85.6322,85.8064,6000026.0
2018-08-17,85.5827,87.257,85.4171,87.0989,4111059.0
2018-08-20,86.9006,87.2257,85.6491,85.7367,6505843.0
2018-08-21,86.2941,87.9067,86.0673,87.1712,6010573.0
2018-08-22,87.5867,88.2294,87.4239,87.7793,9872678.0
2018-08-23,87.6837,87.8779,87.3102,87.5513,9403003.0
2018-08-24,87.4671,87.6643,87.1552,87.5025,6885884.0
2018-08-27,87.2365,87.4591,86.2355,86.5117,7114739.0
2018-08-28,86.075,87.4911,85.8972,87.2092,9089352.0
2018-08-29,87.1822,87.2606,86.2726,86.5262,2651410.0
2018-08-30,86.2977,86.6127,84.6795,84.6894,7531752.0
2018-08-31,84.6704,84.7555,82.6223,82.8152,7948691.0
2018-09-03,82.4646,83.0941,82.0289,83.0812,2146475.0
2018-09-04,82.9137,85.5649,82.699,85.4416,8931790.0
2018-09-05,85.4752,85.8274,85.4297,85.6969,7294813.0
2018-09-06,85.7799,85.9351,85.3707,85.5316,4124197.0
2018-09-07,85.6261,86.0741,85.5285,85.9778,5358840.0
2018-09-10,85.6774,88.5556,85.4237,87.9956,5406385.0
2018-09-11,88.1946,88.4132,87.7982,88.3511,9269181.0
2018-09-12,88.164,88.6566,87.5398,87.7272,9723199.0
2018-09-13,87.8741,89.7394,87.7252,89.4703,8261510.0
2018-09-14,89.4678,90.6349,89.2826,90.1641,6869879.0
2018-09-17,89.8358,92.6597,89.4671,92.6549,1937212.0
2018-09-18,92.5774,93.0039,92.3049,92.9699,9233415.0
2018-09-19,93.0598,93.1905,90.8008,90.9982,2205240.0
2018-09-20,91.1458,91.6957,88.7477,88.8429,2501273.0
2018-09-21,88.8098,91.6335,88.4469,91.4828,1626499.0
2018-09-24,91.8536,94.5276,91.4617,94.3221,9529734.0
2018-09-25,94.5736,94.8377,93.8073,94.0392,5439203.0
2018-09-26,93.9753,94.257,93.3967,93.4208,3123713.0
2018-09-27,93.6062,95.8864,93.2747,95.8758,1726945.0
2018-09-28,96.3663,96.4164,94.0044,94.0371,4707928.0
2018-10-01,94.5249,95.0513,92.2857,92.5797,7513105.0
2018-10-02,92.2789,93.702,91.9185,93.6513,9951048.0
2018-10-03,93.4218,93.4257,92.9592,93.0168,5971227.0
2018-10-04,93.3823,93.4425,92.7375,93.0235,6464193.0
2018-10-05,92.763,92.9971,92.6466,92.7707,8522965.0
2018-10-08,92.4461,93.4909,92.287,93.3399,9116479.0
2018-10-09,93.2198,95.7524,92.8944,95.7016,3518162.0
2018-10-10,95.808,95.8962,95.72,95.8701,9927048.0
2018-10-11,95.8442,97.1569,95.5266,96.9809,5672267.0
2018-10-12,96.814,97.1279,93.4313,93.5517,9371262.0
2018-10-15,93.3849,93.5691,93.2888,93.4865,2057317.0
2018-10-16,93.3103,93.438,91.9887,92.1213,1876852.0
2018-10-17,91.9069,92.0276,90.0899,90.1766,8961490.0
2018-10-18,90.721,90.8872,88.533,88.805,7053120.0
2018-10-19,88.8749,88.9907,88.1522,88.2975,2575044.0
2018-10-22,88.5046,89.9628,88.4937,89.75,9054292.0
2018-10-23,89.6339,89.8973,87.6727,87.6888,1921260.0
2018-10-24,87.6457,88.0905,87.4606,87.7504,7140686.0
2018-10-25,87.5848,88.052,86.7507,87.0183,2845455.0
2018-10-26,86.4078,86.7558,86.1442,86.5309,1635384.0
2018-10-29,86.2154,88.0929,86.0948,88.0892,8256083.0
2018-10-30,87.6672,88.9467,87.3209,88.9437,8626594.0
2018-10-31,88.4143,91.1083,88.0938,91.0815,1952330.0
2018-11-01,90.7935,91.0253,90.1849,90.8483,1838187.0
2018-11-02,91.1668,91.5731,89.4847,89.7545,6529847.0
2018-11-05,89.7439,89.7689,89.0325,89.4153,1258386.0
2018-11-06,89.7206,90.0201,89.6976,89.8131,7715631.0
2018-11-07,89.9107,90.1311,89.4626,90.1078,9240934.0
2018-11-08,90.2944,90.5095,87.9259,88.415,7759730.0
2018-11-09,88.2043,88.8628,88.1368,88.5706,3076188.0
2018-11-12,88.6934,89.0048,88.5359,88.9423,2710547.0
2018-11-13,89.1138,93.0378,88.8693,92.9957,7125405.0
2018-11-14,92.8539,96.3085,92.8364,96.1414,1554615.0
2018-11-15,96.2837,96.9151,94.5457,94.7207,5839297.0
2018-11-16,94.8625,94.9415,93.8462,94.257,5039257.0
2018-11-19,94.1199,94.2569,91.7463,91.87,7701351.0
2018-11-20,91.5971,91.8932,90.5206,90.9325,2822368.0
2018-11-21,90.6476,91.808,90.3552,91.4549,7860934.0
2018-11-22,91.4758,93.8797,91.2371,93.436,7293437.0
2018-11-23,93.5169,93.7759,92.1229,92.2571,3148423.0
2018-11-26,92.0636,92.3519,91.0641,91.2135,4210235.0
2018-11-27,91.2199,91.2306,87.5485,87.8376,1594134.0
2018-11-28,87.9702,87.994,87.4053,87.6002,5044185.0
2018-11-29,87.7434,87.981,85.7533,85.9878,3345403.0
2018-11-30,86.3409,86.4199,84.908,85.2023,2021364.0
2018-12-03,85.4902,85.8055,83.628,83.9083,6039211.0
2018-12-04,83.686,83.985,83.4719,83.7825,6107952.0
2018-12-05,84.1557,84.5075,81.1747,81.2379,1773501.0
2018-12-06,81.1238,81.3532,79.1142,79.1756,2669717.0
2018-12-07,79.3945,82.3404,79.2789,82.219,1743403.0
2018-12-10,82.2338,82.3869,80.3047,80.386,7110870.0
2018-12-11,80.2983,80.6795,78.659,78.8586,4042280.0
2018-12-12,78.4815,81.6507,78.1636,81.4687,1640519.0
2018-12-13,81.4317,85.7799,81.2186,85.7659,2723842.0
2018-12-14,85.412,85.7107,83.9785,84.0253,9783051.0
2018-12-17,84.2404,84.5023,83.207,83.4949,3301783.0
2018-12-18,83.8299,84.0343,83.8187,84.013,7160742.0
2018-12-19,83.8359,86.8036,83.4824,86.6281,5215938.0
2018-12-20,86.6973,87.3167,84.9003,85.1471,2635566.0
2018-12-21,84.9837,85.2472,84.699,84.7932,3766472.0
2018-12-24,84.6522,86.2827,84.5654,85.9777,1126851.0
2018-12-25,86.1539,86.7399,85.9866,86.6536,7722890.0
2018-12-26,86.6448,86.7089,85.6699,86.0945,4010166.0
2018-12-27,86.4908,86.7722,85.6796,85.9055,5493190.0
2018-12-28,85.7959,85.9377,83.7759,83.8608,2375319.0
2018-12-31,84.0826,84.6822,83.4959,83.5228,8417908.0
2019-01-01,83.5443,83.741,82.8723,83.1447,2965701.0
2019-01-02,83.3198,83.534,83.2372,83.4994,6096551.0
2019-01-03,83.4006,83.4494,82.299,82.6989,8854752.0
2019-01-04,82.6881,83.5226,82.5664,83.4031,7418768.0
2019-01-07,83.3776,85.1211,83.2788,84.9201,6428841.0
2019-01-08,84.7322,85.3224,84.0333,85.167,8992349.0
2019-01-09,85.3162,85.766,85.3062,85.7109,2588118.0
2019-01-10,85.8584,86.3339,85.7246,85.8052,9671974.0
2019-01-11,85.9399,86.0574,85.6085,85.8192,6009934.0
2019-01-14,86.1682,86.2758,84.4727,84.7476,4688710.0
2019-01-15,85.0726,85.5147,84.9893,85.2358,3302025.0
2019-01-16,85.1513,85.3125,85.0582,85.1035,7704329.0
2019-01-17,85.1875,88.5592,85.0911,88.3185,9785807.0
2019-01-18,88.1728,90.8531,87.6658,90.8185,7211015.0
2019-01-21,90.8241,92.2941,90.5157,91.4535,1294815.0
2019-01-22,91.3084,91.6585,89.9853,90.2455,5221785.0
2019-01-23,90.6323,91.1452,87.9461,88.5064,7590865.0
2019-01-24,88.5915,90.5484,88.3879,90.4002,4576924.0
2019-01-25,90.348,91.3755,90.2397,90.8348,7956973.0
2019-01-28,91.1217,91.9617,90.645,91.6222,7365612.0
2019-01-29,91.096,91.0996,88.6552,88.8601,1604464.0
2019-01-30,88.3866,90.6398,88.2389,90.3403,6021706.0
2019-01-31,90.5305,91.1578,90.1763,91.0821,2546824.0
2019-02-01,91.0967,91.222,89.1315,89.3299,5378668.0
2019-02-04,89.3891,89.4865,88.3362,88.6044,4458759.0
2019-02-05,88.2935,89.2182,87.9335,89.0319,8262096.0
2019-02-06,89.0265,89.7378,88.7398,89.1288,8813393.0
2019-02-07,89.6013,89.8623,88.577,88.685,5153219.0
2019-02-08,88.8784,89.2998,88.2644,88.5376,5832999.0
2019-02-11,88.5774,88.6961,88.1018,88.1593,6634811.0
2019-02-12,88.0569,88.7139,87.9836,88.4111,6897761.0
2019-02-13,88.3188,91.078,88.1878,90.7505,6718316.0
2019-02-14,90.2393,90.3548,86.6036,86.7478,8047115.0
2019-02-15,86.8069,87.1103,86.249,86.4001,9837806.0
2019-02-18,86.5934,86.9248,86.4322,86.6836,8453105.0
2019-02-19,86.3222,87.824,86.2077,87.1514,2212421.0
2019-02-20,86.9989,87.1947,86.5798,86.5956,5286560.0
2019-02-21,86.3304,86.4618,83.8559,83.9671,5151629.0
2019-02-22,83.7527,84.5455,83.7146,84.468,5579138.0
2019-02-25,84.4799,87.2233,84.3405,87.0952,5756163.0
2019-02-26,86.6149,86.8462,84.2598,84.7842,7462052.0
2019-02-27,84.922,86.8134,84.6827,86.0998,4789139.0
2019-02-28,86.2716,86.3841,85.3655,85.6162,3370081.0
2019-03-01,85.5593,85.6541,84.745,85.5375,5118305.0
2019-03-04,84.9761,85.1018,83.8472,83.9772,8690407.0
2019-03-05,83.7558,84.2421,83.3754,83.4968,3802889.0
2019-03-06,83.7692,85.4508,83.5922,85.4474,1187081.0
2019-03-07,84.8194,86.6785,84.5626,86.344,9786602.0
2019-03-08,86.2646,89.1072,86.1498,89.0374,2761944.0
2019-03-11,88.7594,91.146,88.6247,90.9206,6425600.0
2019-03-12,91.1141,91.7191,90.9371,91.6423,8201799.0
2019-03-13,91.4786,94.9085,91.4308,94.5203,3470191.0
2019-03-14,94.6213,95.2865,94.5821,95.2705,4062323.0
2019-03-15,95.413,96.8316,95.1017,96.6877,3524446.0
2019-03-18,97.1574,97.2642,95.9497,96.1988,2348495.0
2019-03-19,96.1472,96.4107,96.1005,96.3274,2376518.0
2019-03-20,96.4232,96.5404,94.9738,95.1651,2680792.0
2019-03-21,94.7912,97.5057,94.4683,96.8564,5122449.0
2019-03-22,97.1615,97.2403,94.6593,94.8796,5776807.0
2019-03-25,94.6887,96.3346,94.2324,96.2135,1143885.0
2019-03-26,96.0707,96.4333,95.8159,95.906,8615633.0
2019-03-27,95.9004,98.2588,95.8528,97.9238,7083203.0
2019-03-28,97.5189,99.2489,97.291,99.2454,1635856.0
2019-03-29,99.3055,103.2337,99.0343,102.5008,8584457.0
2019-04-01,102.7632,104.0083,102.6756,103.8474,1274328.0
2019-04-02,103.9278,104.6198,100.8464,101.0238,6044745.0
2019-04-03,100.5991,101.3659,100.5797,100.9209,5186513.0
2019-04-04,100.8878,100.9391,98.6722,98.872,5519255.0
2019-04-05,99.0661,99.3632,97.9114,97.9882,9605686.0
2019-04-08,97.5013,100.9239,97.4957,100.6515,9343561.0
2019-04-09,100.3653,102.2804,100.3549,101.8062,3511088.0
2019-04-10,102.0423,102.1221,100.0062,100.5751,6216969.0
2019-04-11,100.647,100.6572,98.691,98.8088,9632534.0
2019-04-12,98.9165,99.0624,98.8653,98.882,7559710.0
2019-04-15,99.3684,99.3937,96.7167,96.7984,8989130.0
2019-04-16,96.9184,97.7231,95.6039,95.6748,4913402.0
2019-04-17,95.8413,96.4592,95.701,96.2183,3548215.0
2019-04-18,96.9084,98.5243,96.5947,98.2151,5595913.0
2019-04-19,98.1595,99.5428,97.6801,99.2914,8352532.0
2019-04-22,99.0818,99.5216,95.2744,95.374,9359325.0
2019-04-23,95.482,95.9577,95.2631,95.903,7172805.0
2019-04-24,96.0144,96.6325,95.5283,96.0404,7358728.0
2019-04-25,95.9066,96.8145,95.6816,96.7598,5606401.0
2019-04-26,96.4955,99.8165,96.0705,99.574,3876446.0
2019-04-29,100.1825,100.474,95.964,96.031,4806245.0
2019-04-30,96.114,96.1648,94.9771,95.0503,5479365.0
2019-05-01,94.8662,96.2611,94.8156,96.0617,8339524.0
2019-05-02,96.2945,96.7284,93.2829,93.4341,5998147.0
2019-05-03,93.4071,96.1296,93.1501,95.9139,8137714.0
2019-05-06,95.8498,96.7435,95.8311,96.5548,1246251.0
2019-05-07,96.6984,98.206,96.5765,98.0232,7812427.0
2019-05-08,97.6882,97.6991,96.8164,97.0568,5563604.0
2019-05-09,97.1473,98.5342,96.9125,98.4759,9984303.0
2019-05-10,98.9743,100.7224,98.8718,100.3656,5245493.0
2019-05-13,100.4894,101.4562,99.6743,100.795,5306612.0
2019-05-14,100.6947,101.2746,100.5069,101.229,2147249.0
2019-05-15,101.0932,101.8282,100.9341,101.7293,8262306.0
2019-05-16,101.6189,101.9875,99.9016,100.2081,7313737.0
2019-05-17,100.1408,100.6129,99.9142,99.9639,8762305.0
2019-05-20,99.864,100.3343,99.6947,99.7115,1834741.0
2019-05-21,99.9532,100.7049,99.2758,100.4043,2904423.0
2019-05-22,99.9439,102.3152,99.8793,102.2072,8892786.0
2019-05-23,102.4403,102.5879,100.0535,100.3329,1378597.0
2019-05-24,100.2321,100.9934,99.9822,100.1281,5573841.0
2019-05-27,100.228,103.2521,99.8425,102.7956,4642735.0
2019-05-28,102.4891,102.8333,101.4635,101.4726,9454827.0
2019-05-29,101.8293,101.9478,99.9428,100.0278,8710630.0
2019-05-30,100.3574,100.6676,100.2662,100.4016,9070421.0
2019-05-31,100.6565,102.1658,100.6188,101.9246,3601929.0
2019-06-03,101.5161,102.2983,101.4384,101.9617,6287569.0
2019-06-04,102.1853,104.4715,101.7144,104.3968,7300091.0
2019-06-05,104.5087,106.0402,104.0455,106.0037,9707217.0
2019-06-06,105.5535,108.121,105.3686,107.6068,1066133.0
2019-06-07,107.5999,108.7969,107.5972,108.6813,9793242.0
2019-06-10,108.7861,114.0833,108.5876,113.2545,4198279.0
2019-06-11,113.4211,113.5928,112.652,112.8637,2154467.0
2019-06-12,112.9166,113.1534,108.8712,108.9625,6539650.0
2019-06-13,109.0464,112.1223,108.7308,112.1079,8033888.0
2019-06-14,112.545,112.5743,111.1317,111.2245,2167814.0
2019-06-17,111.5853,111.6769,111.3789,111.4544,1366966.0
2019-06-18,110.609,114.3477,110.5012,114.0772,9069462.0
2019-06-19,113.9814,114.5056,110.2913,110.9164,9403370.0
2019-06-20,110.8681,111.04,108.2943,108.5121,2406465.0
2019-06-21,108.009,108.2307,105.484,105.5072,9136554.0
2019-06-24,105.5335,105.7279,103.9235,104.0565,9188141.0
2019-06-25,104.4003,105.3897,104.393,104.8835,9976829.0
2019-06-26,104.582,106.0872,104.4249,105.8749,2947503.0
2019-06-27,105.9691,106.7678,105.4766,106.4093,6209062.0
2019-06-28,106.1515,106.1658,103.6482,103.8073,9948508.0
2019-07-01,103.6227,104.2323,99.3576,99.6787,9123788.0
2019-07-02,100.0683,100.2802,99.2735,99.7904,6442738.0
2019-07-03,99.6472,100.1434,98.7432,98.9795,2774073.0
2019-07-04,99.1005,99.8934,98.7892,99.8009,1759104.0
2019-07-05,99.3068,101.3297,99.1329,101.0606,3332512.0
2019-07-08,101.5586,101.912,101.1411,101.3238,1587495.0
2019-07-09,101.4853,102.8442,101.2101,102.708,2757376.0
2019-07-10,102.6584,103.1975,102.5783,103.1408,1674295.0
2019-07-11,103.2979,104.3277,102.722,104.1265,7860078.0
2019-07-12,103.7381,103.9213,102.7044,102.857,6309034.0
2019-07-15,103.1788,103.3168,102.4255,102.5482,5660981.0
2019-07-16,102.4603,103.2241,102.2067,102.9214,8286212.0
2019-07-17,102.8658,104.5268,102.6458,104.4387,4697337.0
2019-07-18,104.3029,104.5211,103.4054,103.7327,4626664.0
2019-07-19,103.5733,104.9796,103.1024,104.7076,2862328.0
2019-07-22,104.9001,105.4185,103.8445,104.2347,5003521.0
2019-07-23,104.3052,104.3962,103.8141,104.0356,2570652.0
2019-07-24,104.215,105.6984,103.6926,105.5861,6303589.0
2019-07-25,105.5836,106.335,101.8044,101.9553,9977133.0
2019-07-26,102.0937,102.2578,99.6543,99.6664,5797365.0
2019-07-29,99.556,99.8251,96.4708,97.1103,3691328.0
2019-07-30,97.6832,98.1449,92.6438,93.2093,7192555.0
2019-07-31,92.8227,93.2968,92.08,92.1158,8380062.0
2019-08-01,92.4231,93.7603,92.3238,93.3566,5246071.0
2019-08-02,93.6945,94.0065,92.5956,92.9038,3252933.0
2019-08-05,92.6943,93.6231,92.6761,93.2435,7424746.0
2019-08-06,93.7935,95.2801,93.7611,95.0676,2685423.0
2019-08-07,95.318,97.5206,95.048,97.336,9975796.0
2019-08-08,97.5861,97.7665,97.1932,97.2331,3860313.0
2019-08-09,97.2403,100.2939,96.882,99.5986,4152680.0
2019-08-12,99.5414,100.3338,99.539,99.7767,7542396.0
2019-08-13,99.7214,99.8054,98.2957,98.3297,1109939.0
2019-08-14,98.4313,98.889,97.0092,97.32,2825807.0
2019-08-15,97.6807,97.8084,94.5484,94.8268,2130625.0
2019-08-16,94.8723,94.901,92.5797,93.368,4519548.0
2019-08-19,93.1428,93.4596,92.6908,92.7953,5981627.0
2019-08-20,92.9977,94.7301,92.8914,94.1351,2616491.0
2019-08-21,94.3646,97.2198,94.2159,97.0518,4098320.0
